,words
1042,"prayer,meal,interior,farmhouse,praying,old,man,young,woman,seated,table,floor,stove,fire,test,window,jug,wall,print"
1043,"portrait,rodolphe,chevalier,merchant,amsterdam,founders,hollandse,ijzeren,spoorweg,maatschappij,half,length,sitting,table,are,papers,books,right,hand,unfolded,letter"
1044,"tabula,cebetis,allegorical,representation,path,life,passage,concentric,rings,temple,happiness,mountain,middle,detailed,representation,numerous,persons,allegorical,figures,inscriptions"
1045,"italianate,landscape,hunters,dressed,distinguished,costumes,stop,ruins,ancient,roman,building,young,beggar,sitting,next,columns,has,hat,hand,hoping,receive,alms,foreground,boy,red,hunting,suit,stands,bright,light,front,monumental,gate,accompanied,dogs,hands,holds,folded,hunting,net,blue,hunting,bag,catch,day,hare,heron,partridges,lie,feet"
1046,"view,bosphorus,beykoz,northwest,justinians,aqueduct,background"
1047,"cloudy,sky,putti,carrying,frames,mirrors,paintings,putto,drawing,has,palette,brushes,hand"
1048,"portrait,woman,bust,facing,head,large,bonnet,gauze,tulle,part,portrait,miniatures,collection"
1049,"landscape,view,higher,part,village,church,mill,foreground,road,figures"
1050,"family,portrait,couple,children,standing,full,length,trees,forest,park,country,house,oldest,daughter,right,holds,feather,fan"
1051,"portrait,joanna,geer,children,cecilia,trip,laurens,trip,presented,caritas,dog,bottom,left,frame,ionic,pilasters"
1052,"rarekiek,called,t,fraay,curieus,artist,interior,wandering,savoy,shows,viewing,cabinet,front,family,children,rarekiek,scenes,presented,perhaps,knights,other,popular,novel,room,full,household,items,spinning,wheel,baskets,fruit,toy,mills,basket,slippers,bucket,broom,right,wall,row,barrels,placed,plate,fish,right,wall,painting,back,wall,rack,jugs,birdcage,hangs,ceiling"
1053,"vision,saint,anne,allegory,immaculate,conception,kneeling,anna,sees,how,mary,carried,cloud,angels,heaven,where,awaited,christ,outstretched,arms,husband,joachim,kneels,anna,folded,hands,preliminary,study,altarpiece,dated,monastery,santa,chiara,cividale,now,museum,dresden"
1054,"portrait,petronella,dunois,knee,piece,stands,landscape,leaning,wall,dressed,blue,dress,orange,scarf,right,hand,holds,twig,apple,blossom,pendant,sk,a-4888"
1055,"ambassador,audience,grand,vizier,yali,bosphorus,left,group,dutch,merchants,ambassador,entourage,interpreters,sultan,officials,house,grand,vizier,parts,performance,numbered"
1056,"landscape,farm,barn,trees,right,seated,man,dog,drinking,water,puddle,pendant,painting,mauritshuis"
1057,"ornamental,ceiling,painting,depictions,putti,corners,branches,playing,goat,other,half,see,sk,a-4657,probably,palace,frisian,stadtholders,leeuwarden"
1058,"portrait,professor,franciscus,donders,physiologist,ophthalmologist,kneecap,standing,holding,glasses,left,hand"
1059,"departure,charles,ii,king,england,scheveningen,june,england,large,crowd,gathered,beach,left,carriages,royal,party,arrived,right,church,other,buildings,scheveningen"
1060,"game,yacht,warship,other,craft,water,shore,fegate,fires,shot,foreground,figures,shore,imitation,style,jan,van,cappelle,aelbert,cuyp"
1061,"self,portrait,painter,hendrik,spilman,wife,sanneke,van,bommel,born,children,man,has,drawing,pen,right,hand,leaning,art,book,left,elbow,youngest,daughter,has,cat,hand,oldest,daughter,doll"
1062,"performance,entitled,mystical,paths,forest,view,densely,growing,trees"
1063,"artist,classical,antiquity,palette,brushes,resting,skull,anatomical,drawing,right,hand"
1064,"dancing,peasants,front,inn,group,farmers,peasant,women,perform,round,dance,music,man,hurdy,gurdy,wooden,benches,few,couples,arms,right,drunken,man,lying,ground,background,houses,church,village"
1065,"large,tekke,diplomatic,district,pera,addition,prayer,hall,also,included,living,area,library,dining,room,kitchen,dervishes,wear,distinctive,cylindrical,hat,goatee,long,woolen,clothing"
1066,"still,life,meat,dead,birds,stone,plinth,leg,sheep,ham,onions,knife,few,dead,roosters,pigeons,basket,cucumbers"
1067,"portrait,barend,goudriaan,sitting,table,using,compass,ruler,make,map,river,vicinity,hardinxveld"
1068,"landscape,peddler,having,chat,resting,woman,lies,next,road,tree,trunks,further,back,other,figures,cross,road,left,fishing,man,fishing,rod"
1069,"market,day,flemish,city,view,square,city,foreground,market,people,offer,wares,sale,eggs,vegetables,fruit,glasses,flutes,fish,grain,left,dancing,front,inn,man,flogged,scaffold,front,town,hall"
1070,"portrait,willem,george,frederik,prince,orange,nassau,child,half,length,right,right,hand,small,pair,binoculars,head,hat,white,plume,pendant,sk,a-1476"
1071,"meleager,atalanta,meleager,amor,offer,head,calydonian,boar,atalanta,sitting,almost,naked,rock,right,hunting,dogs,sniff,head"
1072,"portrait,sultan,ahmed,iii,followers,left,palace,part,series,paintings,turkish,subjects,brought,turkey,netherlands,ambassador,cornelis,calkoen,bequeathed,cousin,nicolaas,management,board,levantsche,handel,amsterdam"
1073,"peace,negotiations,claudius,civilis,cerealis,commanders,approach,other,partially,destroyed,bridge,river,city,twelfth,representation,series,scenes,revolt,batavians,romans,sk,a-421/432,purchased,states,general"
1074,"view,city,cochin,malabar,coast,seen,sea,right,dutch,merchantman,foreground,rowing,boats,top,place,name,couchyn"
1075,"castle,batavia,seen,kali,besar,west,foreground,kind,market,palm,trees"
1076,"landscape,sunset,right,temple,front,figures,hill,castle,like,building,temple,front,bridge,spans,river,flows,center,front,horizon,hill,left,crowned,round,columned,temple,rays,setting,sun,come,clouds,paint,sky,pink,purple"
1077,"portrait,sir,robert,henderson,tunnegask,died,siege,bergen,op,zoom,commander,scots,regiment,netherlands,bust,right,part,series,portraits,stadhouderlijk,hof,leeuwarden"
1078,"loenersloot,castle,angstel,left,houses,village,middle,gatehouse"
1079,"portrait,man,bust,right,gaze,turned,viewer,part,portrait,miniatures,collection"
1080,"ambassador,audience,sultan,ahmed,iii,far,left,grand,vizier,addresses,ambassador,sultan,sitting,throne,left,right,ambassador,retinue,turkish,officials,compare,sk,a-4078"
1081,"archers,piece,corporalship,captain,dirck,jacobsz,rosecrans,lieutenant,pauw,amsterdam,archers,voetboogdoelen,standing,side,side,full,length,most,armed"
1082,"light,brown,background,squirrel,monkey,squirrel,monkey,surrounded,dark,brown,shadow,sits,table,edge,windowsill,animal,holds,nut,right,leg,clasps,edge,substrate,left,front,hind,leg,tail,hangs,smoothly,edge,tip,falling,just,image,plane,meanwhile,monkey,screaming,attracts,attention,bystanders,passers"
1083,"portrait,jacob,pietersz,witte,lord,haamstede,hip,piece,standing,front,tree,left,hand,head,dog,right,hand,side,pendant,sk,a-3022"
1084,"man,woman,standing,altar"
1085,"wings,triptych,inside,left,side,panel,portrait,julien,de,brouckere,kneeling,adoration,landscape,right,wife,elisabeth,canneel,also,kneeling,adoration,landscape,coats,arms,people,portrayed,outside,side,panels"
1086,"portrait,gaspard,coligny,count,châtillon,sur,loing,bust,right,part,series,portraits,stadhouderlijk,hof,leeuwarden"
1087,"portrait,harmen,hendrik,van,poll,mayor,amsterdam,knee,pad,sitting,chair,left,table,letters,ink,set,pendant,sk,a-1269"
1088,"harness,racing,start,race,horses,army,camp,watched,soldiers,civilians"
1089,"bathing,woman,naked,woman,sitting,cloth,full,length"
1090,"portrait,rudolf,johannes,van,den,brink,eldest,son,hendrik,arend,van,den,brink,bust,right"
1091,"self,portrait,wouter,johannes,van,troostwijk,sitting,studio,painting,palette,brushes,painters,stick,hand,several,plaster,models,placed,top,cupboard"
1092,"joseph,potiphars,wife,naked,woman,tries,lure,joseph,bed,ground,fallen,can,left,barking,dog,pendant,sk,a-1287,background,maidservant,stands,frightened,door,just,front,cat,playing,mouse"
1093,"unknown,historical,scene,possibly,prince,william,interior,prince,sitting,left,window,reading,letter,front,standing,young,man,perhaps,messenger,right,men,women,sit,table,anticipation"
1094,"woman,sitting,window,sitting,front,curtain,turned,left,hands,knees,sea,view,window"
1095,"view,polder,rain,middle,canal,man,barge,trees,left"
1096,"landscape,canal,hilversum,swamp,landscape,boat,water,water,lilies,foreground"
1097,"young,woman,soberly,dressed,sitting,table,pours,coffee,brass,jug,porcelain,cup,wicker,mat,stove,floor,painted,table,cupboard,betray,dutch,interior,painting,hangs,back,wall,right,most,likely,based,canvas,hendrick,cornelsz,van,vliet,shows,interior,nieuwe,kerk,delft"
1098,"portrait,louis,xvi,king,france,numerous,repetitions,portrait,painted,duplessis"
1099,"men,standing,full,length,landscape,left,man,points,right,hand,background,lake,castle,ship,fragment,larger,panel"
1100,"portrait,charles,i,king,england,bust,right,part,portrait,miniatures,collection"
1101,"forest,view,landscape,edge,forest,farmer,drives,cows,dirt,road,trees"
1102,"silhouette,jagged,willow,growing,path,village,horizon,perhaps,heerde"
1103,"portrait,joan,maetsuyker,governor,general,half,length,oval,right,top,left,family,coat,arms,part,series,portraits,governors,general,former,dutch,east,indies"
1104,"portrait,woman,bust,double,gold,chain,neck"
1105,"music,company,left,woman,lute,right,man,viola,gamba,table,man,gives,boy,music,singing,lessons"
1106,"portrait,frederik,hendrik,prince,orange,knee,pad,armor,standing,front,balustrade,helmet,prince,left,table,pendant,sk,a-179,portrait,amalia,van,solms"
1107,"painting,depicting,woman,raised,right,arm,woman,depicted,half,dressed,18th,century,costume,consisting,green,dress,white,battist,shawl,cuffs,flower,corsage,chest,grey,blonde,hair,pinned,ribbon,set,oval,frame,neo,-,classical,style,metal,pearl,ribbed,edging,topped,bow"
1108,"still,life,flowers,fruits,stone,plinth,lie,bunches,white,blue,grapes,cut,melon,pomegranate,peaches,plums,sprig,red,berries,background,vase,poppies"
1109,"self,portrait,painter,johann,friedrich,august,tischbein,bust,right"
1110,"shipwreck,english,warships,moroccan,masted,ship,distress,storm,north,african,coast,foreground,left,group,men,rock,coast,more,backwards,lightning,bolts,walled,city,coast"
1111,"moses,chooses,elders,desert,plain,moses,stands,outstretched,arms,israelites,background,tabernacle,ark,covenant,right,palm,trees,tents,modello,large,painting,emergency,room,former,city,hall,dam,square"
1112,"forest,view,pond,trees,right,rider,road,left,figures,tree"
1113,"portrait,van,citters,lord,gapinge,bust,oval,right,copy,original,early,seventeenth,century,back,family,crest,number"
1114,"part,top,left,ceiling,painting,parts,diana,companions,main,image,painted,great,hall,soestdijk,palace"
1115,"winter,view,landscape,snow,ice,frozen,canal,village,left,church,right,several,mills,dike,skating,taking,place,ice,figures,walking,sleds,left,stall,flag,hanging,outside"
1116,"shepherds,livestock,old,tree,woman,breastfeeds,child,shepherd,bagpipe,dog,tree,cows,sheep,goats,donkey,horse,graze,rest,slope,hill,front,left"
1117,"dice,game,life,prisoners,play,dice,drum,fortress,group,officers,soldiers,gathered,players,left,soldiers,watch,fortress,wall,gallows,right"
1118,"jacob,simonsz,rijk,arranges,release,marnix,van,sint,aldegonde,spanish,governor,general,requesens,episode,years,war,left,spanish,governor,right,several,standing,persons"
1119,"italian,landscape,view,tivoli,waterfalls,village,temple,vesta,visible,top,hill,left,foreground,group,farmers,picking,grapes,pendant,sk,a-1144"
1120,"landscape,hunter,horseback,towpath,canal"
1121,"portrait,goldsmith,sitting,workshop,work,table,hands,silver,jug,table,hammer,other,tools,cobblestones,wall,scales,plaques,pliers,hammers,other,tools"
1122,"colonies,pay,tribute,dutch,virgin,seen,front,dutch,virgin,seated,center,picture,flanked,left,right,allegorical,figures,mercury,trade,prosperity,war,objects,indicate,different,colonies"
1123,"portraits,men,presumably,arend,willem,van,reede,adjutant,general,prince,hereditary,stadtholder,major,general,infantry,envoy,berlin,amp,reverse,son,willem,frederik,baron,count,van,reede,minister,foreign,affairs,president,senate,states,general,bust,left,together,medallion,copper,frame,opened,eye,top,part,portrait,miniatures,collection"
1124,"venus,minerva,standing,landscape,arms,others,shoulders,left,tree,shield,lance,minerva,venus,has,bow,arrow,hands,oval,representation,cartouche,scrollwork,fruits,festoons"
1125,"portraits,mennonite,haarlem,printer,abraham,casteleyn,wife,margarieta,van,bancken,full,length,sitting,terrace,left,part,study,books,large,globe,portrait,bust,laurens,jansz,coster"
1126,"apostle,paul,standing,half,length,hands,grasping,hilt,sword"
1127,"decorative,piece,door,chimney,poultry,crowing,rooster,pedestal,hens,turkey"
1128,"portrait,unknown,family,standing,mausoleum,prince,willem,nieuwe,kerk,delft"
1129,"sultan,portrayed,open,air,accompanied,servants,background,see,buildings,possibly,represent,harem,part,sultans,palace,topkapı,sarayı,ahmed,iii,wears,fur,lined,caftan,turban,called,kâtibî,type,turban,draped,flat,headdress,decorated,fan,shaped,ornament,sultans,belt,also,richly,set,jewels,is,ceremonial,staff,holds,right,hand,standing,full,length,scepter,right,hand,background,followers,front,palace"
1130,"self,portrait,painter,carel,bust,oval,right"
1131,"landscape,river,italian,farmhouse,round,tower,left,road,people,have,chat"
1132,"portrait,huibert,gerard,baron,nahuys,van,member,council,dutch,east,indies,uniform,major,general,titular,hip,piece,standing,front,landscape,left,hand,hilt,saber"
1133,"portrait,man,sitting,half,length,pendant,sk,a-1350"
1134,"portrait,diederik,van,durven,governor,general,half,length,slightly,right,facing,face,right,hand,command,staff,left,hand,resting,helmet,standing,interior,right,column,left,background,sculpture,pedestal,part,series,copies,portraits,governors,general,former,dutch,east,indies,probably,dutch,east,india,company"
1135,"madonna,child,mary,half,length,balustrade,where,christ,child,sits,platform,left,window,overlooking,landscape"
1136,"portrait,man,bust,right"
1137,"steward,receives,office,simple,man,perhaps,farmer,son,man,holding,coin,outstretched,hand,boy,carrying,rooster,steward,has,document,hand"
1138,"portrait,william,iv,prince,orange,nassau,bust,facing,right,armour,part,portrait,miniatures,collection"
1139,"cutout,stairs,leading,ganges,river,india,middle,large,stone,staircase,left,still,see,ramawahat,ram,ghat,right,brij,rama,palace,scattered,people,stairs,boat,river,left,foreground"
1140,"prince,frederik,hendrik,staff,horseback,oversee,departure,occupying,spanish,troops,long,procession,august,maastricht"
1141,"odysseus,nausikaa,nearly,naked,odysseus,found,shipwreck,beach,nausikaä,came,wash,clothes,maidservants,maidservant,carries,bowl,fruit,bottom,left,barking,dog"
1142,"batavians,defeat,romans,rhine,battle,defeated,roman,soldiers,horse,foreground,advancing,armies,batavians,fourth,representation,series,scenes,revolt,batavians,romans,sk,a-421/432,purchased,states,general"
1143,"dance,interior,young,woman,dances,young,man,plays,violin"
1144,"silhouette,portrait,unknown,girl,formerly,regarded,portrait,frederica,louisa,wilhelmina,princess,orange,nassau,later,wife,carel,george,august,brunswijk,wolfenbüttel,bust,right,part,portrait,miniatures,collection"
1145,"fox,hunt,landscape,fox,encircled,excited,hunting,dogs,hunters,arrive,horseback,different,directions"
1146,"adoration,kings,left,holy,family,stable,right,kings,retinue,joseph,holds,christ,child,first,king,kisses,childs,hand,mary,received,gift,mary,sleeping,dog,ox"
1147,"farmers,homestead,landscape,farm,trees,water,left,boat,ashore"
1148,"portrait,woman,half,length,face,face,white,cap,black,wristband,arms,crossed,front,stomach,part,portrait,miniatures,collection"
1149,"portrait,woman,hip,piece,sitting,armchair,right,arm,leaning,ornamental,table,booklet,hand"
1150,"hen,chicks,threatened,peacocks,known,endangered,hen,air,pigeon,distance,cassowary,african,crowned,crane"
1151,"portrait,egbert,meeuwsz,cortenaer,lieutenant,admiral,admiralty,maze,bust,command,staff,left,hand"
1152,"still,life,cod,fish,slices,brown,jug"
1153,"portrait,baronet,jan,willem,janssens,governor,cape,colony,governor,general,dutch,east,indies,half,length,uniform,head,right,bearer,grand,cross,military,order,william"
1154,"beach,scene,dutch,ships,coast,coast,beacon,several,figures"
1155,"landscape,brazil,village,view,right,church,left,foreground,tropical,plants,pineapple,animals,snake"
1156,"portrait,patrona,halil,former,naval,soldier,dethroned,sultan,ahmed,iii,raised,mahmud,place,september,standing,full,length,raised,sword,right,hand,followers,right,background,view,first,courtyard,serail,where,left,bodies,people,killed,coup,carried,away"
1157,"still,life,strawberries,white,bowl,jug,leaves,table"
1158,"ships,anchor,calm,sea,man,basket,back,wades,water,left,fishermen,load,rowboat,sailing,ships,distance,right,warship,fires,shot"
1159,"peddlers,few,eastern,merchants,displayed,wares,landscape,parts,suit,armor,precious,crockery,drum,pitchers,pitchers,left,soldier,armor,halberd,looks,goods,men,middle,point,right,right,merchant,points,arm,left"
1160,"portrait,mary,stuart,wife,prince,william,iii,seated,full,length,front,balustrade,curtain,parrot,sits,balustrade,background,fountain,venus,cupid,seated,dolphins,statue,fighting,men,pendant,sk,c-194"
1161,"standing,young,woman,full,length,profile,right,several,paintings,standing,women,entitled,arrangement,years,maud,franklin,artists,mistress,posed,subtitle,quot,effie,deans&quot,refers,main,characters,walter,scotts,novel,quot,heart,midlothian&quot,first,used,inscription,signature,probably,added"
1162,"portrait,poet,jan,jacob,lodewijk,kate,bust,right,oval"
1163,"portrait,girl,known,little,princess,kneepad,standing,right,hand,strokes,dog"
1164,"shepherdesses,cattle,italian,landscape,shepherdess,kneels,milks,goat"
1165,"portrait,dionijs,wijnands,merchant,amsterdam,son,hendrick,wijnands,aeltje,denijs,kneeling,standing,table,hat,gloves,lie"
1166,"delegates,dutch,provinces,present,william,orange,treaty,union,utrecht,hall,palace,old,man,beard,offers,orange,sword,pillow,carries,document,pillow,right,soldiers,retinue,prince,banner,halberds,left,representatives,provinces,banners,provinces,arms"
1167,"portrait,catharina,annette,fraser,married,cazaux,van,staphorst,then,cornelis,herman,baron,van,pallandt,bust,face,background,landscape,right,ivy"
1168,"sleigh,ride,ice,winter,landscape,sleigh,skaters,ice"
1169,"candlelit,church,interior,visitors,left,boys,torches,right,mass,held,chapel"
1170,"slamming,fungus,landscape,tree,fungus,ridden,gentleman,backfires,throwing,woman,basket,apples,ground,vicinity,other,riders,figures,right,river,where,man,bathes,horse,drinks"
1171,"memorial,table,utrecht,cleric,lubbert,boll,bolle,d.,kneeling,clergyman,mary,christ,child,lap,left,holy,bishop,family,coat,arms,perhaps,jan,gerritsz,van,bronckhorst,made,copy,original,memorial,table"
1172,"saint,dominic,standing,full,length,gate,lily,branch,right,hand,book,left,hand,frame,angels,seraphim,predella,medallions,saints,peter,martyr,thomas,matthew,integrated,list"
1173,"family,group,portrayed,interior,harpsichord,mother,sits,harpsichord,points,music,book,next,father,foreground,girl,playing,dog,doll,left,other,children,youngest,high,chair"
1174,"old,horse,standing,meadow,fence"
1175,"view,algiers,michiel,de,ruyters,ship,liefde,dutch,warships,moored,algerian,coast,number,galleys,rowing,boats,sailing"
1176,"group,portrait,regentesses,inner,mother,leper,home,amsterdam,regentesses,sit,table,lie,book,money,bags,coins,background,scene,story,poor,lazarus,rich,man,portrayed,tijntie,bergh,anna,willekens,tijntie,weelinx"
1177,"portrait,man,long,red,beard,bust,oval,right"
1178,"portrait,unknown,man,oval,portrait,miniature,smooth,gold,frame,depicting,young,man,dark,curly,hair,falls,loosely,forehead,sitter,depicted,dark,gray,background,back,decorated,tone,fireplace,decor,depicting,sheaf,corn,part,portrait,miniatures,collection"
